S.no.,Event Name, Speaker Name, Display Pic url,Designation, Company, Short Bio, City, Country, Linkedin, Twitter, Wikipedia, Facebook, Website
1,AI & Big Data Expo,Ankur Bhan,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Nokia.jpg,Global Head of Nokia WING ,Nokia,Ankur Bhan is the creator and Global Head of Nokia’s Worldwide IoT network grid (WING) business line which provides a one stop managed service for all IoT needs of Operators and Enterprise customers.,Not Available,United Arab Emirates,https://www.linkedin.com/in/ankur-bhan-6030041/,https://twitter.com/ankurbhan?lang=en,https://en.wikipedia.org/wiki/Nokia,https://www.facebook.com/public/Ankur-Bhan,https://www.nokia.com/
2,AI & Big Data Expo,James Swanson,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/Jim-Swanson.jpg,CIO and Head of Digital Transformation,Bayer Crop Science,"James (Jim) Swanson serves as a member of the Executive Leadership Team and as Chief Information Officer (CIO) and Head of Digital Transformation for the Crop Science division of Bayer. Based in Monheim, Germany, Swanson leads teams across the world using digital innovation and data science to transform and deliver world-class products and services sustainably.", North Rhine-Westphalia, Germany,https://www.linkedin.com/in/jimdswanson/,https://www.bayer.com/en/james-swanson.aspx,https://en.wikipedia.org/wiki/Bayer,https://www.facebook.com/public/James-Swanson,https://www.cropscience.bayer.com/en
3,AI & Big Data Expo,Dr Katie Russell,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Katie-Russell.jpg,Head of Data & Analytics,OVO Energy ,"Katie Russell is Head of Data & Analytics at OVO Energy, leading a team focused on deriving insights to inform and inspire action – for customers and for OVO as a business. As part of a technology led business, leveraging data using artificial intelligence keeps OVO truly innovative and delivering the best possible service for our customers.",Reading, United Kingdom,https://uk.linkedin.com/in/katie-russell-60249b22,https://uk.linkedin.com/in/katie-russell-60249b22,https://en.wikipedia.org/wiki/Ovo_Energy,https://www.facebook.com/public/Katie-Russell,https://www.ovoenergy.com/
4,AI & Big Data Expo,Javier Campos,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Hello.png,Head of DataLabs,Experian,"Javier Campos is the Head of the Experian DataLabs for UK&I and EMEA.  He oversees innovation with emphasis on the development of new products and services. Pioneering application of Artificial Intelligence in mobile, voice, fraud, credit, marketing, social media, digital advertising and healthcare. Javier is also Advisor to Fenestra, that provides the global advertising market with a new platform using distributed ledger technology. He is a frequent speaker at industry conferences. Javier has 26+ years’ experience globally within the Finance, AI, Market Research, Media and Technology fields including serving at Global Chief Technology Officer at Kantar-WPP, Havas Media and CIO at GroupM-WPP.",Not Available,United Kingdom,https://uk.linkedin.com/in/camposjavier,https://uk.linkedin.com/in/camposjavier,https://en.wikipedia.org/wiki/Experian,https://www.facebook.com/public/Javier-Campos,www.experian.in/
5,AI & Big Data Expo,Gil Adato,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/ph.jpg,"Vice President, Digital Health - Head of New Business Development & Connected Value Propositions",Philips ,"Gil is an alumni of the University of Michigan (MBA), The Technion (BSc EE), and the 8200 Israeli Elite Intelligence Unit, with over 17 years of diverse experience in Business & Technology Innovation in high-tech & healthcare industries in Israel, the US, South Korea & the Netherlands, in both large corporates (Samsung, Philips) and Israeli startups.",Amsterdam Area, Netherlands,https://nl.linkedin.com/in/giladato,https://nl.linkedin.com/in/giladato,https://en.wikipedia.org/wiki/Philips,https://www.facebook.com/gil.adato.92,https://www.philips.co.in/
6,AI & Big Data Expo,Norman Stürtz,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Norman_Stuertz_2019.jpg,"Divisional CDO, Credit Suisse (Schweiz) AG",Credit Suisse,"Norman Stürtz started his career with JPMorgan in Frankfurt and London, where he gained experience in the short term securities, treasury and foreign exchange business in mid- and front-office roles. Norman continued his career in consulting with BearingPoint and Capgemini and projects in London, Munich, Madrid and Vienna on system and process topics for trading, asset management and private banking. Since 2007 Norman is with Credit Suisse in Zurich where he has lead IT units as Head Of Application Development and was Chief Of Staff for IT. Since 2016 he is in the role of a Divisional Chief Data Officer, and a data enthusiast when it comes to data management and data monetization.",Zürich Area, Switzerland,https://www.linkedin.com/in/nstue/,https://www.linkedin.com/in/nstue/,https://en.wikipedia.org/wiki/Credit_Suisse,https://www.facebook.com/NEWS9/...sturtz...norman...-/10151666879732212/,https://www.credit-suisse.com/us/en.html
7,AI & Big Data Expo,Natalie Jakomis,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/Natalie-go-compare.jpg,Group Head of Data ,GoCompare,"Natalie Jakomis is Group Head of Data at GoCompare. Natalie is leading on GoCompare’s data led strategy, and is responsible for growing and enhancing a highly talented and multi-skilled data function, and cultivating a sustainable data and analytics culture that supports the businesses vision. Natalie is passionate about providing decision-ready data and business intelligence strategies, and is experienced in developing and deploying data science models and solutions, within a customer-centric business.", Newport, United Kingdom,https://uk.linkedin.com/in/natalie-jakomis-68ba3254,https://twitter.com/nataliejakomis?lang=en,https://en.wikipedia.org/wiki/Gocompare.com,https://en-gb.facebook.com/public/Natalie-Jakomis,https://www.gocompare.com/
8,AI & Big Data Expo,Cyrille Bataller,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Cyrille-Bataller.jpg,Managing Director - Emerging Technology,Accenture Applied Intelligence,Not Available on expo,Provence-Alpes-C�te d�Azur,France,https://tw.linkedin.com/in/cyrille-bataller-b2524958/zh-tw,https://twitter.com/CyrilleBataller/status/1007613396701908993,,https://www.facebook.com/public/Cyrille-Bataller,https://www.accenture.com/cn-en/services/applied-intelligence-index
9,AI & Big Data Expo,John Park,https://www.ai-expo.net/europe/wp-content/uploads/2019/06/John-P.jpg,Senior Software Engineer ,Airbnb,"John is a Software Engineer on the Machine Learning Infrastructure team at Airbnb. He is currently working on Bighead, an end-to-end machine learning platform. Prior to Airbnb, John worked on building a cloud-based simulation platform at Rescale. John received his Bachelor’s degree from the University of Chicago.",San Francisco Bay Area,Not Available,https://www.linkedin.com/in/justindoit,https://twitter.com/fakejohnpark,https://en.wikipedia.org/wiki/Airbnb,https://www.facebook.com/public/John-Park,https://www.airbnb.co.in/
10,AI & Big Data Expo,Abhijit Akerkar,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/ll-1.jpg,"Head of Applied Sciences, Business Integration",Lloyds Banking Group,Abhijit is an Artificial Intelligence Strategist and Business Integrator. He is bringing machine intelligence to life at the Lloyds Banking Group. His focus is on combining machine and human intelligence with data to fundamentally change the way the Bank does business and create new opportunities for customers and colleagues.,London, United Kingdom,https://uk.linkedin.com/in/abhijit-akerkar,https://twitter.com/abhijitakerkar?lang=en,https://en.wikipedia.org/wiki/Lloyds_Bank,https://www.facebook.com/LondonBusinessSchool/.../10161155734280106/,https://www.lloydsbankinggroup.com/
11,AI & Big Data Expo,Maria Crosas Batista,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Nestle.jpg,IS/IT Project Manager,Nestlé,"Data journalist and expert on conversational interfaces. Responsible for exploring new conversational A.I. technologies for 80+ Nestlé global markets. Working directly with senior business stakeholders to design, develop and launch multiple consumer focused chatbots on the Nespresso, Nescafé Dolce Gusto, Maggi and Nestlé Infant Nutrition brands platforms. Author of Dinfografia blog where she posts around data, chatbots and digital innovation.", Catalonia, Spain,https://au.linkedin.com/in/mariacrosas/en,https://es.linkedin.com/in/mariacrosas/en,https://en.wikipedia.org/wiki/Nestlé,https://www.linkedin.com/today/author/mariacrosas,https://www.nestle.in/
12,AI & Big Data Expo,Sam Hemmant,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Sam-Hemmant-002-1.jpg,Global Marketing Director,LexisNexis,"Sam Hemmant is Director of Market Insight for the Risk & Data as a Service (DaaS) portfolios at Nexis Solutions. Sam focus is on discovery of opportunities to help organizations apply data and technology to better manage third-party risk, and drive innovation and growth. Sam is a regular speaker at technology and compliance events. Before joining LexisNexis, Sam held a variety of consultancy and marketing roles, including at global outsourcing provider Serco, healthcare start-up COBIC, and within the National Health Service.",Amsterdam,Netherlands�,https://in.linkedin.com/pub/sam-hemmant/9b/652/a39,https://twitter.com/lexisnexis_me?lang=en,https://en.wikipedia.org/wiki/LexisNexis,https://www.facebook.com › Pages › Public Figure › Musician/Band,lexisnexis.co.in/
13,AI & Big Data Expo,Martin Treder,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/Martin-Treder.jpg,Managing Director Data Management International ,FedEx,"Martin is heading Data Management at FedEx Express International. Aged 51, he brings 25 years of experience in the Express and Parcel business. Being a studied Mathematician (with main topics Operations Research and Applied Statistics), he has focused early on the opportunities coming with data, and he has been a Data evangelist since.", North Rhine-Westphalia, Germany,https://nz.linkedin.com/pub/martin-treder/2/9a1/705,https://www.ai-expo.net/europe/speaker/martin-treder/,https://en.wikipedia.org/wiki/FedEx,https://www.facebook.com/public/Martin-Treder,https://www.fedex.com/global/choose-location.html
14,AI & Big Data Expo,Pierluigi Casale,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/PierLuigi-Casale.jpeg,Group Data Scientist ,TomTom,"Pierluigi Casale is the Group Data Scientist in TomTom. He holds a B.Sc, M.Sc. in Electronics, M.Sc. in Computer vision and Artificial Intelligence and a Ph.D. in Applied Mathematics. His interests are related to IoT application with particular focus on Machine Learning and Data Science. He is lecturer of Data Science at the Jheronimous Academy of Data Science, ’s-Hertogenbosh, The Netherlands.",Not Available,Not Available,https://nl.linkedin.com/in/pierluigicasale,https://nl.linkedin.com/in/pierluigicasale,https://en.wikipedia.org/wiki/TomTom,https://www.facebook.com/public/Pierluigi-Casale,https://www.tomtom.com/en_in/
15,AI & Big Data Expo,Alejandra Leon,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Alejandra-Leon-1.jpg,"Global Segment Architect,  Communications and Brand",Shell,"Alejandra works as a Global Segment architect for Communications and Branding at Shell. Alejandra develops digital architectures for the shell.com, DAM, Chatbots and several other digital projects; her focus is to develop digital architectures that can help Shell to respond effectively to customer demands.",Not Available,Not Available,https://www.crunchbase.com/person/alejandra-leon,https://www.ai-expo.net/europe/speaker/alejandra-leon/,https://en.wikipedia.org/wiki/Royal_Dutch_Shell,https://www.facebook.com/public/Alejandra-Leon,https://www.shell.com/
16,AI & Big Data Expo,Dr. Maher Chebbo,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Dr-Maher-Chebbo-1.jpg,"Senior Executive SVP, Chief Business Innovation Officer",GE Power,"Maher is leading GE Global Digital Energy Solutions as Senior Executive SVP, Chief Business Innovation Officer, covering Power Generation, Grids, Storage, Renewables & Energy Efficiency Services.",Not Available,Not Available,https://fr.linkedin.com/in/maherchebbo,https://twitter.com/maherchebbo?lang=en,https://en.wikipedia.org/wiki/GE_Power,https://www.facebook.com/public/Maher-Chebbo,https://www.ge.com/power
17,AI & Big Data Expo,Arun Nathani,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Fahad-.jpg,Chief Executive Officer ,Cybage Software,"Arun is the Chief Executive Officer and Managing Director of Cybage Software. Cybage is a data-driven company, and this work ethic primarily originates from Arun’s thought process of giving more importance to how the analysis of data is applied to decision-making rather than the data alone. This thought process has led to the conceptualization of DecisionMines™ for Digital Excellence, which is a unique data-driven system used for all core decision-making in the organization.",Not Available,Not Available,https://in.linkedin.com/in/arun-nathani-4665254,https://twitter.com/arunnathani1?lang=en,https://en.wikipedia.org/wiki/Cybage,https://www.facebook.com/public/Arun-Nathani,https://www.cybage.com/
18,AI & Big Data Expo,Priyanka Vergadia,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Privanka-Vergadia.jpg,Developer Advocate,Google Cloud,"Priyanka Vergadia is currently a Developer Advocate at Google Cloud where she works with companies to build and architect the cloud platforms including their AI and ML strategy around customer experience. She has been working with different technologies in the past 10 years expanding her breadth of solution portfolio ranging from Contact centers, IVR technology to NLP, ML leading into modern conversational experiences. Over the years she has helped multiple brands build and deploy Conversational AI (chatbots and voice assistants) solutions. She has M.S. in Computer Science from the University of Pennsylvania.",San Francisco Bay Area�,Not Available,https://www.linkedin.com/in/priyankavergadia,https://twitter.com/pvergadia/status/740752984045391872,https://en.wikipedia.org/wiki/Google_Cloud_Platform,https://www.facebook.com › Pages › Public Figure › Artist,https://cloud.google.com/
19,AI & Big Data Expo,David Hogan,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/David.jpg,Sr. Director Enterprise,NVIDIA,David Hogan leads NVIDIA’s Enterprise sales organisation which supports major customers adopting AI. The team covers many market verticals from Automotive to Financial Services to Oil & Gas to Healthcare. David also supports National Governments in developing their strategies for AI from technology to skills.,Not Available,Not Available,https://uk.linkedin.com/in/david-hogan-b1a5453,https://uk.linkedin.com/in/david-hogan-b1a5453,https://en.wikipedia.org/wiki/Nvidia,https://www.facebook.com/public/David-Hogan,https://www.nvidia.com/en-us/
20,AI & Big Data Expo,Andrew Wigfield,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Andrew-microsoft-1.jpg,Principal Solution Specialist,Microsoft,"Andrew has been at Microsoft for 9 years. He is an EMEA Solutions Sales Manager in IoT. His role is to work with partners – manufacturers, software vendors and system integrators – in adopting IoT services on Azure, the Microsoft cloud. He supports those partners in building out robust IoT solutions that incorporate AI and advanced analytic capability, with security at the heart of the architecture, from Azure Sphere at the edge through to security in the cloud.",Not Available,Not Available,https://www.ai-expo.net/europe/speaker/andrew-wigfield/,https://www.ai-expo.net/europe/speaker/andrew-wigfield/,https://en.wikipedia.org/wiki/Microsoft,https://www.facebook.com/public/Andrew-Wigfield,https://www.microsoft.com/en-in
21,AI & Big Data Expo,Romaric Redon,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/Rom.jpg,Head of Data Lab,Airbus Defence and Space ,To follow soon…,Not Available,Not Available,in.linkedin.com/in/romaricredon,in.linkedin.com/in/romaricredon,https://en.wikipedia.org/wiki/Airbus_Defence_and_Space,https://www.facebook.com/public/Romaric-Redon,https://www.airbus.com/space.html
22,AI & Big Data Expo,Dr. Evert Haasdijk,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/Evert-Haasdijk-002.jpg,Senior Manager and AI expert,Deloitte ,"Evert has been active as researcher, consultant and entrepreneur in artificial intelligence, machine learning and data mining for over 25 years. He was one of the key developers of a machine learning application to assess credit risk, started a data mining practice in Cap Gemini and was CTO of a successful AI startup. He subsequently joined the Vrije Universiteit Amsterdam to research self-learning robots that can adapt to new tasks and environments. Since early 2018, he has joined Deloitte as a senior manager with a keen focus on AI-enabled solutions that actually make a difference.",Amsterdam Area, Netherlands,https://www.linkedin.com/in/everthaasdijk/,https://twitter.com/WorldSummitAI/status/1050282356861485056/photo/1,https://en.wikipedia.org/wiki/Deloitte,https://www.ai-expo.net/europe/speaker/dr-evert-haasdijk/,https://www2.deloitte.com/us/en.html
23,AI & Big Data Expo,Carla Jesus,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Car.jpg,Senior Product Owner,Adidas,"I have spent the past 8 years at adidas, working in different roles and countries.",Not Available,Not Available,https://nl.linkedin.com/in/carla-jesus,https://www.ai-expo.net/europe/speaker/carla-jesus/,https://en.wikipedia.org/wiki/Adidas,https://www.facebook.com/public/Carla-Jesus,https://shop.adidas.co.in/
24,AI & Big Data Expo,Maarten Sukel,https://www.ai-expo.net/europe/wp-content/uploads/2019/06/Maarten-Sukel.jpg,AI specialist,City of Amsterdam,Not Available on expo,Not Available,Not Available,https://in.linkedin.com/pub/maarten-sukel/58/27b/784,https://twitter.com/mdr?lang=en,https://en.wikipedia.org/wiki/Amsterdam,https://www.facebook.com/mmsukel/,https://www.amsterdam.nl/en/
25,AI & Big Data Expo,Anthony Morris,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Anthony.jpg,"Director Data, Analytics, & Insight",Dixons Carphone,To follow soon…,Not Available,Not Available,https://uk.linkedin.com/in/anthony-morris-b4111a66,https://www.ai-expo.net/europe/speaker/anthony-morris/,https://en.wikipedia.org/wiki/Dixons_Carphone,https://www.facebook.com/public/Anthony-Morris,https://www.dixonscarphone.com/
26,AI & Big Data Expo,Len Debets,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/LEN.jpg,Founder of KPMG's Digital Advisor,KPMG,"Over the last years Len has been deeply involved in the market needs, business drivers and the challenges chatbot technology brings to companies. Within KPMG he is lead for Digital Advisor, a SaaS platform developed for organizations to build, maintain and manage digital assistants and chatbots. Len is part of the KPMG Smart Tech Solutions Team.",Not Available,Not Available,https://nl.linkedin.com/in/len-debets,https://www.ai-expo.net/europe/speaker/len-debets/,https://en.wikipedia.org/wiki/KPMG,https://www.facebook.com/len.debets,https://home.kpmg/xx/en/home.html
27,AI & Big Data Expo,Alejandro Saucedo,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/Alejandro-Saucedo.png,Chief Scientist,Institute for Ethical AI & Machine Learning,"Alejandro is the Chief Scientist at the Institute for Ethical AI & Machine Learning, where he leads highly technical research on machine learning explainability, bias evaluation, reproducibility and responsible design. With over 10 years of software development experience, Alejandro has held technical leadership positions across hyper-growth scale-ups and tech giants including Eigen Tchnologies, Bloomberg LP and Hack Partners. He has a strong track record building departments of machine learning engineers from scratch, and leading the delivery of large-scale machine learning system across the financial, insurance, legal, transport, manufacturing and construction sectors (in Europe, US and Latin America).",Not Available,Not Available,https://uk.linkedin.com/in/axsaucedo,https://twitter.com/axsaucedo?lang=en,,https://www.facebook.com/public/Alejandro-Saucedo,https://ethical.institute/
28,AI & Big Data Expo,Elena Salova,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Elena-Salova-2.jpg,Data Scientist,Hitachi Vantara,Not Available on expo,Not Available,Not Available,https://nl.linkedin.com/in/esalova/zh-cn,https://nl.linkedin.com/in/esalova,https://en.wikipedia.org/wiki/Hitachi_Data_Systems,https://www.facebook.com/public/Elena-Salova,https://www.hitachivantara.com/en-in/home.html
29,AI & Big Data Expo,Dr. N. R. Srinivasa Raghavan,https://www.ai-expo.net/europe/wp-content/uploads/2019/06/Dr.-N-R-Srinivasa-Raghavan.jpg,"Chief Data Scientist, Data and Analytics",Infosys,"Dr N. R. Srinivasa Raghavan is currently the Global Chief Data Scientist with Infosys based out of London. He is also an Honorary Professor at the Manchester University, UK. He is responsible for bringing in innovative solutions leveraging AI/ML/Data science across all industry verticals and global regions. He is currently working on an enterprise wide AI and Data science design and He has over 24 years of experience in the area of advanced analytics, optimization, machine learning and data science, which includes advising CXO’s on roadmaps for data science/analytics/data governance implementation through green and brown field programs. Earlier he was with Rolta where he was the head of Data Science and Big Data Analytics while leading a large team in creating software based solutions for the advanced analytics stack for Oil & Gas, Banking and Defense domains. He has worked in a similar capacity with leading Fortune 100 companies including General Motors, Citibank, and Reliance Industries. His seasoned experience in architecture and organizational model for Data Science, Big Data Analytics, and Data Governance helped him be a Strategic Advisor to CXO’s in Business and to IT heads.",Not Available,Not Available,https://uk.linkedin.com/in/dr-n-r-srinivasa-raghavan-0a736a,https://www.dataversity.net › Contributors,https://en.wikipedia.org/wiki/Infosys,https://www.facebook.com/public/Srinivasa-Raghavan,https://www.infosys.com/
30,AI & Big Data Expo,Emilio Billi,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Emilio-Billi.jpg,CTO,A3Cube Inc,"Successful entrepreneur with 20 years of experience in founding, developing and growing companies, inventor and executive manager in high-tech companies, with proven multi-million dollars projects track records.",San Jose, California,https://www.linkedin.com/in/emilio-billi-ba063239,https://twitter.com/a3cubeinc/status/767452613914746880,,https://hi-in.facebook.com/innovitslab/posts/902177496535132/,https://www.a3cube-inc.com/
31,AI & Big Data Expo,Pierre-Philippe Mathieu,https://www.ai-expo.net/europe/wp-content/uploads/2019/02/Pierre-Philipe.jpg,Head of Philab Explore Office,European Space Agency,"Pierre-Philippe Mathieu is heading the philab Explore Office at the European Space Agency in ESRIN (Frascati, Italy), aiming to connect people, ideas and digital technologies to help shape the future of Earth Observation. He spent 20+ years working in the field of environmental and ocean modelling, weather risk management and remote sensing. He has a degree in mechanical engineering and M.Sc from University of Liege (Belgium), a Ph.D. in oceanography from the University of Louvain (Belgium), and a Management degree from the University of Reading Business School (Uk).",Not Available,Not Available,https://www.ai-expo.net/europe/speaker/pierre-philippe-mathieu/,https://www.ai-expo.net/europe/speaker/pierre-philippe-mathieu/,https://en.wikipedia.org/wiki/European_Space_Agency,https://www.facebook.com/tedxcluj/posts/10154108651332041:0,https://www.esa.int/
32,AI & Big Data Expo,Peter Heurling,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Peter-Heurling.jpg,"Director Enterprise Solutions, EMEA",Meltwater,"With over 12 years of experience in the SaaS industry, Peter’s speciality lies in gathering, analyzing and evaluating unstructured data. Each day consumers and businesses alike leave a trail of on breadcrumbs, a litter of digital activity that can be used to provide executives with valuable information when it comes to corporate decision making.",Gothenburg, Sweden,https://www.linkedin.com/in/peter-heurling-03135811/,https://twitter.com/peterheurling?lang=en,https://en.wikipedia.org/wiki/Meltwater_(company),https://www.facebook.com/public/Peter-Heurling,https://www.meltwater.com/
33,AI & Big Data Expo,Filippo Leoncini,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/0-3.jpg,Data Scientist ,Prada Group,Filippo Leoncini works as Data Scientist at Prada Group Spa. He joined the Advanced Analytics Team in September 2018 filling the company need to set up and put into production machine learning algorithms that provides new insights on customer data.,Not Available,Not Available,https://it.linkedin.com/in/filippo-leoncini,https://www.ai-expo.net/europe/speaker/filippo-leoncini/,https://en.wikipedia.org/wiki/Prada,https://www.facebook.com/public/Filippo-Leoncini,https://www.pradagroup.com/en.html
34,AI & Big Data Expo,Jeroen Das,https://www.ai-expo.net/europe/wp-content/uploads/2019/03/Banko-2.jpg,Product Owner Chatbots,ABN AMRO Bank N.V.,To follow soon…,Not Available,Not Available,https://nl.linkedin.com/in/jeroen-das-41662825,https://twitter.com/chatbots_life?lang=en,https://en.wikipedia.org/wiki/ABN_AMRO,https://www.facebook.com/public/Jeroen-Das,https://www.abnamro.com/en/index.html
35,AI & Big Data Expo,Reinier van den Biggelaar,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Reinier-1.jpg,Director Data Science and AI,Ortec,Reinier van den Biggelaar is managing partner of BastaGroup and Director Data Science & AI at ORTEC. Herewith he combines the Digital Transformation capabilities of BastaGroup with the Mathematical and Algorithmic capabilities of ORTEC.,Not Available,Not Available,https://nl.linkedin.com/in/reiniervandenbiggelaar,https://www.ai-expo.net/europe/speaker/reinier-van-den-biggelaar/,,https://www.facebook.com/...reinier-van-den-biggelaar...at...-/1374473645934248/,https://ortec.com/
36,AI & Big Data Expo,Ruud Schmeink,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Ruud-Picture.jpg,CEO,MarketRedesign,"Ruud Schmeink started MarketRedesign, a Data Science Consultancy that enables companies to incorporate data science into business operations, over 10 years ago. MarketRedesign has deep knowledge in creating statistical & mathematical models that can be operationalised and generate positive business value. Ruud has brought his commercial expertise and experience from leading large business groups at large B2B companies such as DSM & Linde Gas, for new business development and nurturing MarketRedesign into a fast growing scale up",Not Available,Not Available,https://nl.linkedin.com/in/ruud-schmeink-044bb82,https://www.ai-expo.net/europe/speaker/ruud-schmeink-2/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId...,https://marketredesign.com/
37,AI & Big Data Expo,Andrea Renda,https://www.ai-expo.net/europe/wp-content/uploads/2019/01/Andrea.jpg,Member of the High Level Expert Group on AI ,European Commission,To follow soon…,Not Available,Not Available,https://be.linkedin.com/in/andrearenda,https://twitter.com/profandrearenda?lang=en,https://en.wikipedia.org/wiki/European_Commission,https://www.facebook.com/public/Andrea-Renda,https://ec.europa.eu/commission/index_en
38,AI & Big Data Expo,Dennis Wilbrink,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/dennis-wilbrink.jpg,Solutions Engineer,Hitachi Vantara,"Dennis Wilbrink is a solutions engineer focusing his expertise on the Big Data, Analytics and IoT domains. He has worked with some of leading technology vendors in the industry on projects ranging from predictive maintenance on trains to conceptualizing data science architectures for large financial institutions. His passions resides in bringing the two world of IT and OT together, he firmly believes that at the collision point between OT and IT the biggest gains are to be had. He draws inspiration from racing: “as conditions often change very rapidly,  drivers must be able to respond with just the right combination of caution and speed.”",Not Available,Not Available,https://nl.linkedin.com/in/leocardinaals/zh-cn,https://www.ai-expo.net/europe/speaker/dennis-wilbrink/,https://en.wikipedia.org/wiki/Hitachi_Data_Systems,https://www.facebook.com/public/Dennis-Wilbrink,https://www.hitachivantara.com/en-in/home.html
39,AI & Big Data Expo,Nelson Pereira,https://www.ai-expo.net/global/wp-content/uploads/2019/03/Nelson-Pereira-headshot.jpg,Customer Engineering Manager,Google Cloud,"Nelson Pereira leads a team of talented Google Customer Engineers for the UK&I region. He is a self-confessed data geek, having worked in various Data Architect roles. Before joining Google he spent 10 years helping customers derive value and insights from a range of Data Solutions. Now as the lead of Google’s Cloud UK&I team, he helps translate customer and market requirements into new enterprise GTM solutions. Today Nelson spends the majority of his time looking at emerging technologies, shifting traditional customer mindsets, to help organisations democratise their data.",Not Available,Not Available,https://uk.linkedin.com/in/nelsonmpereira,https://uk.linkedin.com/in/iandpattison,https://en.wikipedia.org/wiki/Google_Cloud_Platform,https://www.facebook.com/public/Nelson-Pereira,https://cloud.google.com/
40,AI & Big Data Expo,Chris Tomlinson,https://www.ai-expo.net/global/wp-content/uploads/2019/02/Chris.jpg,Director,Data Science Foundation,"Chris is the founder and director of the Data Science Foundation, a professional body representing the interests of people working in the data science and analytics sector. The Foundation provides a range of communications and support services to members, many free of charge and administrates the International Data Science Awards.",Not Available,Not Available,https://uk.linkedin.com/in/peppersack,sdgsdhgdfhrghgrfhfg.xxxy.biz/chris-tomlinson-manchester.html,,https://www.facebook.com/public/Chris-Tomlinson,https://datasciencefoundation.org/
41,AI & Big Data Expo,Axel Goris,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Axel-Goris.jpg,Europe Chapter lead Visual Intelligence & Analytics ,Accenture Applied Intelligence,Not Available on expo,Not Available,Not Available,https://www.ai-expo.net/europe/speaker/axel-goris/,https://www.ai-expo.net/europe/speaker/axel-goris/,,https://www.facebook.com/public/Axel-Goris,https://www.accenture.com/cn-en/services/applied-intelligence-index
42,AI & Big Data Expo,Tushar Kesarkar,https://www.ai-expo.net/europe/wp-content/uploads/2019/06/Tushnar-Infosys.jpg,Head of Analytics Delivery,Infosys,"Tushar brings over 14+ years of progressive experience in analytics and business consulting. He has helped clients in several enterprise wide analytics initiatives in the areas of customer analytics, marketing, forecasting, assortment planning, pricing, web analytics, social media analytics, NLP, image analytics, credit finance, loyalty/rewards programs and automation. He has a wide variety of industry experience with clients in the US and Europe and has led large client engagements with implementation of complex analytical initiatives. As an industry consultant he has helped organizations drive business growth by leveraging advanced analytics and empowering business decision making. Tushar leads our advanced analytics delivery in Europe for Infosys.",Not Available,Not Available,https://in.linkedin.com/pub/dir/Tushar/Kesarkar,https://twitter.com/tusharkesarkar,https://en.wikipedia.org/wiki/Infosys,https://www.facebook.com/public/Tushar-Kesarkar,https://www.infosys.com/
43,AI & Big Data Expo,Jonathan Bowl,https://www.ai-expo.net/europe/wp-content/uploads/2019/05/Jonathan-Bowl.jpg,"Vice President and General Manager, Big Data Analytics and IoT ",Hitachi Vantara,"Jonathan Bowl is Vice President and General Manager, Big Data Analytics and IoT at Hitachi Vantara. In his role, Jonathan leads the newly formed Big Data Analytics and IoT businesses dedicated to building differentiated solutions that deliver incredible business outcomes for Hitachi Vantara customers and for society.",Not Available,Not Available,https://uk.linkedin.com/in/jonathanbowl,https://uk.linkedin.com/in/jonathanbowl,https://en.wikipedia.org/wiki/Hitachi_Data_Systems,https://www.facebook.com/public/Jonathan-Bowling,https://www.hitachivantara.com/en-in/home.html
